GeneName	YFR-1	YFR-2	YFR-3	YFR-4	YFR-5	YFR-6
DNASE1L3	3.025376814	2.998781397	2.988965085	3.667368925	3.378959223	3.486535316
DNASE2	10.26417244	10.03055421	10.31375438	10.15848762	10.1238056	10.18292801
DNASE2B	-2.198750457	-2.210438576	-2.210816437	-2.210766865	-2.211554742	-2.209424991
DND1	8.484177852	8.425144925	8.526034165	7.752207922	7.758050499	7.891001108
DNER	7.912571577	7.971735289	8.069359623	5.780808965	5.642833042	5.996324974
DNHD1	7.615730401	7.534125478	7.878190686	8.361598675	8.390834959	8.452886111
DNLZ	8.170978543	7.978590609	8.074199523	8.033511899	7.798934784	7.688627713
DNM1	9.645111801	9.54907239	9.717548458	9.725535592	9.729296899	9.567013862
DNM1L	11.65172277	11.73073161	11.63745256	11.27768628	11.39891208	11.43242881
DNM1P35	3.944094418	4.173721563	3.939042605	3.450845465	3.467662262	3.656933804
DNM1P41	5.62903038	5.666369764	5.909371436	5.805352176	5.790563174	6.07773922
DNM1P46	3.200039807	3.088966035	3.076529523	3.304329461	3.46581881	3.471554904
DNM1P50	2.403206065	2.616670367	2.297713475	2.545770868	2.458014986	2.403103175
DNM2	12.54436151	12.3050572	12.41566246	12.6567917	12.54346736	12.56914062
DNM3	5.85585015	5.922247333	5.751330104	5.438188949	5.277969666	5.357871555
DNM3-IT1	0	0	0	0	0	0
DNM3OS	-2.198750457	-2.210438576	-2.210816437	-2.210766865	-2.211554742	-2.209424991
DNMBP	10.28792045	10.44268664	10.36245434	9.479643647	9.472904422	9.495571762
DNMBP-AS1	-1.731916902	-1.689820802	-1.712704875	-1.734703654	-1.736335491	-1.731924384
DNMT1	13.32551729	13.214878	13.30932033	13.14082844	13.11821469	13.13937314
DNMT3A	11.84931029	11.88726288	11.87620725	11.45409885	11.39676111	11.50238246
DNMT3B	16.24735396	16.14146909	16.17987804	15.19614951	15.17583986	15.12912955
DNMT3L	4.63513345	4.535453575	4.629038312	5.655034486	5.605524214	5.692255137
DNPEP	11.28359666	11.20537254	11.19331031	10.52750739	10.46954068	10.33509492
DNPH1	9.347649768	9.097811397	9.220791775	9.368005358	9.092656898	9.029640169
DNTT	-0.177729559	-0.220640892	-0.087946441	-0.186352403	-0.223193722	-0.218231785
DNTTIP1	10.57921612	10.60306217	10.54716661	10.59563859	10.5183808	10.49451846
DNTTIP2	11.22830821	11.40424212	11.27357397	10.95849899	11.04410065	11.13544225
DOC2A	7.387722758	7.437957379	7.568788032	6.233621596	6.271348639	6.02958982
DOC2B	5.310957366	5.254454208	5.23977832	5.157440476	5.109240265	4.624700021
DOC2GP	3.267602263	3.459180344	3.196318895	3.227607145	3.075168725	3.200484137
DOCK1	11.17436739	11.21904799	11.22193872	11.91762486	11.98734341	11.90104962
DOCK10	6.148411265	6.265904613	6.376967746	5.344687286	5.500634996	5.574601002
DOCK11	8.322583791	8.57168404	8.305575668	7.697651489	7.485873342	7.723073771
DOCK2	9.297499074	9.430988134	9.352227189	8.759904514	8.667857763	8.76411199
DOCK3	9.134728122	9.214372653	9.190612049	7.661706328	7.577450947	7.614908896
DOCK4	9.51024118	9.538427202	9.430664763	9.266688241	9.281503011	9.397135482
DOCK4-AS1	-2.209506012	-2.21019779	-2.210454767	-2.210421054	-2.210956875	-2.209508469
DOCK5	9.552257468	9.579379022	9.524434861	9.029246209	9.119317199	9.364940197
DOCK6	10.71259826	10.59692003	10.7560406	10.96800071	10.99229055	10.873952
DOCK7	9.895109292	10.04321988	10.01666307	10.57950435	10.71020473	10.74576632
DOCK8	6.123577673	5.94519947	6.108430169	7.10343025	7.207016255	7.227537868
DOCK9	10.74672362	10.80279453	10.6937882	9.828399875	9.877485268	9.871625399
DOCK9-AS1	-2.198750457	-2.210438576	-2.210816437	-2.210766865	-2.211554742	-2.209424991
DOCK9-AS2	3.85514223	4.179808168	4.123912838	4.213683087	4.100572399	3.854915076
DOHH	10.07252865	9.797297511	10.06666789	9.986767107	9.79284213	9.789337338
DOK1	8.343584447	8.300438404	8.24337957	8.541666609	8.539902397	8.655652766
DOK2	1.313888764	1.26139682	1.187264146	1.322300403	1.306230566	1.313823502
DOK3	6.517191256	6.103832434	6.374178001	7.072700701	6.781575898	7.139614568
DOK4	10.41454848	10.22988561	10.31174461	9.882112291	9.8370871	9.836208173
DOK5	7.827920253	7.720735155	7.957364486	7.457348459	7.376980905	7.642377939
DOK6	3.344032148	3.400444488	3.285690534	3.473533486	3.481573427	3.41663548
DOK7	4.354573247	4.451020755	4.347727999	5.276410797	5.558045874	5.209558417
DOLK	9.358167405	9.120880372	9.333729675	9.78627072	9.663080477	9.708519895
DOLPP1	10.44151831	10.41028498	10.43215065	10.56408293	10.47359357	10.61827866
DONSON	10.21757337	10.29288861	10.22873974	10.54431253	10.56363647	10.47674116
DOPEY1	8.111157863	7.959698679	8.029167972	9.063341579	9.270617529	9.193912447
DOPEY2	8.8970728	8.962788127	8.990260434	7.395897167	7.380364656	7.136755381
DOT1L	11.43540641	11.36832668	11.5994821	11.84546132	11.73195741	11.58710441
DPAGT1	10.63204839	10.66794626	10.64666567	10.5146168	10.45527458	10.56411542
DPCD	8.719302418	8.609589097	8.423561788	8.800438025	8.668188622	8.841202029
DPCR1	4.159826602	4.277566855	4.53867363	3.727226808	3.834365042	4.07017288
DPEP1	4.124307892	4.196805359	3.839092057	3.411539912	3.485229159	3.291944325
DPEP2	0.131688901	0.128687743	0.161956006	0.162291638	0.157049967	0.171612253
DPEP3	6.051239431	5.827558464	6.327838064	5.525273025	5.495232852	5.37331192
DPF1	8.638888197	8.415554551	8.52793855	7.32673246	7.062138916	7.156198885
DPF2	11.34328704	11.33439328	11.28103628	11.06521646	11.05740255	11.07663442
DPF3	2.41174757	2.72532726	2.603197375	2.119906592	2.071291141	2.185371186
DPH1	9.400542918	9.381292202	9.513002315	9.075315557	9.122429648	9.111282361
DPH2	11.67033039	11.5418823	11.56170262	10.73770626	10.55200339	10.56358794
DPH3	9.878861132	9.853645137	9.750870809	10.03850061	10.14442429	10.15958035
DPH3P1	7.405899857	7.520472922	7.445955757	6.976394042	6.948767081	6.736781521
DPH5	10.24525102	10.36579608	10.13264922	9.562994009	9.776408676	9.665136252
DPH6	9.058800899	9.142272356	9.152031866	8.122469584	8.249801067	8.107663595
DPH6-AS1	0.593384517	0.615494203	0.543299178	0.577586355	0.568712795	0.593341287
DPH7	9.949616609	10.0374265	9.956640075	9.805133029	9.675471772	9.681219584
DPM1	10.84798217	11.05990315	10.90006169	10.8742032	11.00749327	11.0440357
DPM2	10.32687954	10.21954882	10.23189379	10.32075161	10.20450348	10.17638622
DPM3	8.045943699	7.704847972	7.810182569	8.010280539	7.683223465	7.650085042
DPP10	7.756279466	7.959550713	7.764342821	8.265403125	8.382958346	8.427054387
DPP10-AS1	5.823719913	6.012846526	5.680377048	6.533823298	6.51697355	6.711238103
DPP10-AS3	0	0	0	0	0	0
DPP3	11.95782159	11.84580404	11.87463713	11.70682927	11.71935842	11.7220872
DPP4	6.800704638	7.150430684	7.006979718	7.711050344	7.741015714	7.735046182
DPP6	8.059780995	8.105824603	8.160800692	6.637368266	6.541745944	6.355998583
DPP7	9.021875134	8.936915271	9.123865158	8.770552163	8.566871789	8.434706897
DPP8	10.01533917	10.12892868	10.02434289	10.10825665	10.33482321	10.22276667
DPP9	11.33748252	11.06530631	11.27584882	11.11755668	11.052647	11.07040165
DPP9-AS1	4.701695447	4.401089794	4.56517851	5.065399551	4.802313979	4.959850444
DPPA2	9.434080172	9.503902315	9.362006826	8.074524204	7.988410762	8.106656865
DPPA2P3	2.353491204	2.220898609	2.20778307	2.116419991	2.035799825	2.222603436
DPPA3	4.498397637	4.4948646	4.251471255	3.746375356	3.666565002	3.659247034
DPPA4	14.5180229	14.56447451	14.48435198	12.7726414	12.74079617	12.73941517
DPPA5	7.231578315	7.032788573	7.16093832	4.772301549	4.523128486	4.599768869
DPRX	-0.972353865	-0.940376246	-0.943847217	-0.977469062	-1.013586425	-1.008353504
DPRXP4	0.761104913	0.71301354	0.709865587	0.744539868	0.703858103	0.836358409
DPT	0	0	0	0	0	0
DPY19L1	9.655343118	9.830393901	9.741139227	10.73999494	10.75893877	10.89426507
DPY19L1P1	4.636512836	4.843465261	4.886797263	5.065660863	5.035567214	5.091602599
DPY19L1P2	6.026092592	6.348670247	6.504340636	7.294784197	7.019936137	7.250196348
DPY19L2	5.31689671	5.574027627	5.311192789	5.864344077	5.815839713	5.74122421
DPY19L2P1	5.232668267	4.985047246	5.189676866	5.509260814	5.691159265	5.45780871
DPY19L2P2	5.061335523	5.018900722	4.874016193	5.444427407	5.586002524	5.542825958
DPY19L2P3	0.90039789	0.967059424	0.962229161	0.962858871	1.042120986	0.940951246
DPY19L2P4	2.219246248	2.338693541	2.295828715	2.297149503	2.334234707	2.219184924
DPY19L3	10.25968937	10.37895067	10.32612251	10.35618643	10.39658623	10.39986412
DPY19L4	9.085885717	9.106140584	8.952878793	9.541965717	9.570625392	9.71257436
DPY30	10.72454524	10.73441338	10.62594136	10.29199587	10.24910189	10.33289219
DPYD	2.731691346	2.685964168	2.6976893	2.450355179	2.464184591	2.481381357
DPYD-AS1	0	0	0	0	0	0
DPYD-AS2	0	0	0	0	0	0
DPYS	3.496792333	3.577858236	3.571225438	3.182013213	3.145931446	3.098811663
DPYSL2	11.6849608	11.65448499	11.71278774	10.45225557	10.33293855	10.45718257
DPYSL3	13.60077537	13.6089612	13.53519785	12.31514622	12.36177587	12.39693425
DPYSL4	9.626084301	9.427336558	9.599025164	9.304093155	9.284701316	9.220337141
DPYSL5	9.384436431	9.20136135	9.34917642	6.669546492	6.601583463	6.720678203
DQX1	5.248797407	5.246876724	5.262946006	4.741013107	4.964242592	5.248340279
DR1	10.99626753	11.00188048	10.99563683	10.77723212	10.76928654	10.74991486
DRAIC	0.938291246	0.992695715	0.985297193	0.954145636	0.911411292	0.938244201
DRAM1	8.386822992	8.259222759	8.473792182	7.855981361	7.753811518	7.893609474
DRAM2	9.46698149	9.561098771	9.397727413	9.39878544	9.550609085	9.615906843
DRAP1	11.31245949	11.19001336	11.22763534	10.99279451	10.84573899	10.85569758
DRAXIN	9.835895191	9.62949882	9.769806943	8.312364765	8.138133253	8.130349272
DRC1	1.724475229	1.801442974	1.697111075	1.698062071	1.796902995	1.724403049
DRC3	4.397292118	4.31267099	4.164058282	4.630241794	4.62788107	4.748717255
DRC7	2.460854825	2.363333164	2.428699105	2.497554396	2.443857133	2.574371771
DRD1	2.707351444	2.641484062	2.757266634	2.927337838	2.61104542	2.743559712
DRD2	4.989849852	4.643911335	4.767169663	4.876734481	4.727496699	5.011498694
DRD3	0.004089853	0.06183933	0.055161475	-0.080440165	-0.082482635	-0.07682801
DRD4	5.240016583	5.131139113	5.550109275	4.143058838	3.987577552	4.186670656
DRD5	4.070576737	3.833279421	4.035448747	4.582776534	4.36286953	4.66640749
DRD5P2	0	0	0	0	0	0
DRG1	11.33314723	11.38088743	11.27518494	12.0256001	11.9503129	11.97625209
DRG2	10.55054495	10.4692148	10.47404743	10.48131644	10.50063035	10.40408236
DRGX	-1.95333719	-1.971832039	-1.972429953	-1.972351512	-1.973598218	-1.97022818
DRICH1	2.034362357	1.981524211	1.977171034	2.048375025	2.124870247	2.150070649
DROSHA	12.14760323	12.2165545	12.10505163	11.76029167	11.76143621	11.79999441
DRP2	4.442855186	4.37553145	4.496053977	4.221655786	4.297151591	4.388782725
DSC1	-0.250497883	-0.293367751	-0.294204714	-0.294095625	-0.263749021	-0.291071755
DSC2	9.675887103	9.789040743	9.72063993	10.7937952	10.85883236	10.90565584
DSC3	6.58614159	6.598158143	6.598294858	5.699680332	5.856521955	5.910854681
DSCAM	5.137887201	5.286494752	4.968619397	7.562438573	7.499203754	7.868303779
DSCAM-AS1	-1.49392119	-1.496287705	-1.497166802	-1.497051472	-1.474058515	-1.493929595
DSCAM-IT1	0	0	0	0	0	0
DSCAML1	5.092748177	5.134448694	5.151521534	4.892535038	4.856513954	4.962887611
DSCAS	-0.461001119	-0.39180768	-0.463749812	-0.428821423	-0.465144296	-0.420741695
DSCC1	10.70126498	10.74032958	10.69477969	10.16548607	10.28418511	10.2668569
DSCR10	0	0	0	0	0	0
DSCR3	10.94001197	10.8419977	10.88933727	10.48568373	10.44837918	10.4459182
DSCR4	0.464628123	0.531236703	0.459507552	0.52753438	0.54858741	0.504377469
DSCR8	1.624641205	1.573415946	1.568971704	1.700006786	1.591606004	1.662461414
DSCR9	0.971770088	0.92330962	0.953780811	0.954405435	0.913484136	0.932573411
DSE	10.73010204	10.68957672	10.78785025	10.89066216	10.93153583	10.95729326
DSEL	8.628320103	8.717078563	8.540202422	9.204252391	9.189937026	9.272930698
DSG1	0.279112283	0.341735602	0.399818746	0.303571949	0.295097856	0.279085342
DSG1-AS1	-0.80127185	-0.767406331	-0.804314555	-0.804238539	-0.773484102	-0.801285081
DSG2	13.29422565	13.38591579	13.27937702	13.46261586	13.51042972	13.54489895
DSG2-AS1	2.58753608	2.684888127	2.78114552	2.547075162	2.462004694	2.511223362
DSG3	2.055954461	2.033327717	2.120468852	2.026156316	2.205779239	2.232859793
DSG4	-1.970235529	-1.971866635	-1.972472548	-1.972393058	-1.973656441	-1.970241322
DSN1	10.57244166	10.6615119	10.56428088	10.7390407	10.79663102	10.75415143
DSP	11.89692867	11.90901172	11.83968993	13.00685584	13.11877306	13.15906158
DSPP	-1.731829316	-1.733876939	-1.71315696	-1.734537787	-1.736123786	-1.731836588
DST	12.23021346	12.31596417	12.27756146	11.99766212	12.19242096	12.16517485
DSTN	11.15515604	11.34526669	11.21946584	10.96896781	11.06050919	11.08697159
DSTNP2	7.002545371	6.914941214	6.935163952	6.803346819	7.177927205	6.806371417
DSTYK	9.673552756	9.848715558	9.728267519	9.264658874	9.259927711	9.264627591
DTD1	9.642423592	9.621618788	9.509153891	9.274085329	9.226181577	9.185595652
DTD2	8.514121995	8.56533114	8.549641454	7.959227096	8.034085246	7.988809124
DTHD1	0	0	0	0	0	0
DTL	11.06429195	11.15577799	11.05833021	11.06815769	11.08747191	11.17098792
DTNA	9.522109683	9.554514244	9.469739683	10.18405712	10.23911218	10.24718604
DTNB	9.440278125	9.517537181	9.497986973	8.993983931	8.979259575	8.944905518
DTNBP1	8.471733818	8.507575603	8.37347251	8.512336282	8.519754606	8.531450028
DTWD1	8.783798759	8.958572467	8.714319196	8.480700096	8.722597664	8.647750009
DTWD2	9.622829855	9.568565789	9.773762543	10.74267719	10.7633066	10.87552142
DTX1	8.835391043	8.407038498	8.727696998	8.043695032	7.886091675	7.873850279
DTX2	10.39731681	10.31211297	10.32943812	9.640847692	9.458398462	9.627777821
DTX2P1-UPK3BP1-PMS2P11	8.394019579	8.424159401	8.504325309	8.123411916	7.989649317	8.167711769
DTX3	9.786331706	9.923461734	10.09421345	10.3039107	10.17099318	10.1625379
DTX3L	7.952179584	8.221800037	7.996697771	7.272557329	7.408402875	7.50143571
DTX4	10.66251992	10.54211522	10.63025901	10.07086882	9.971363374	9.994146066
DTYMK	10.69535461	10.60593388	10.72181596	10.73156499	10.68856454	10.78627099
DUBR	6.343517623	6.541916781	6.364402099	6.728246843	6.76480023	6.623802168
DUOX1	4.739878217	5.094628365	5.196555645	5.491481805	5.393935451	5.313462196
DUOX2	2.119081908	2.138479584	2.197059474	2.404693418	2.236118759	2.270008258
DUOXA1	2.951758406	2.957086686	2.875362308	3.272660367	3.225041421	3.169435636
DUOXA2	-1.467206339	-1.49706624	-1.470770327	-1.497904929	-1.472656489	-1.494476813
DUPD1	2.887801482	3.047882149	2.812130152	3.19269621	2.940546015	3.247720761
DUS1L	11.23876912	11.03720454	11.19857947	11.27711707	11.15826331	11.1893816
DUS2	9.717364858	9.672745093	9.665786523	9.229901919	9.247916076	9.094108022
DUS3L	10.05583092	9.836489386	9.927497893	10.29813066	10.15756545	10.12591744
DUS4L	7.858801181	7.911994158	7.75913468	7.693976809	8.025589571	7.81316566
DUSP1	7.333138609	7.093244498	7.418875546	8.366886565	8.230377536	8.324152896
DUSP10	6.361545213	6.395535175	6.363219257	7.49825753	7.333888868	7.385484181
DUSP11	8.937990545	8.966809751	8.762833829	8.888752153	8.968714461	9.092401142
DUSP12	8.814704888	8.772912183	8.722765183	9.099879768	9.017315242	8.934969724
DUSP13	5.830334199	5.765283448	5.704108649	6.972889798	7.073546047	6.845493277
DUSP14	9.423447038	9.096386662	9.361378337	9.034601328	8.754553177	9.022357666
DUSP15	5.48660783	5.857729701	5.621825619	5.987746754	5.858280707	5.886467617
DUSP16	11.00500836	11.08356448	11.0544479	10.31650829	10.34921567	10.45150998
DUSP18	5.814372277	5.802913011	5.91808496	6.358585822	6.484768706	6.677249142
DUSP19	5.729589231	5.859082141	5.848189701	5.180239516	5.340588416	5.696078479
DUSP2	6.777428111	6.767594157	6.91150302	6.432756102	6.204133483	6.219809078
DUSP21	0	0	0	0	0	0
DUSP22	10.21942179	10.15307428	10.16668302	10.09074457	10.10543132	10.12830274
DUSP23	9.531175653	9.325343084	9.45092032	8.850055737	8.691377445	8.746498059
DUSP26	6.329806413	6.203791559	6.330966071	5.761792687	5.845667016	6.068263894
DUSP27	3.305028922	3.362051249	3.413828819	3.174212859	3.191364842	3.170703379
DUSP28	5.075396561	4.829779206	4.830579716	4.916972454	4.825677032	4.870302871
DUSP3	11.10773875	11.10978383	11.07273476	11.05524913	11.03509603	11.02692631
DUSP4	8.407719623	8.293428434	8.682796944	12.75162543	12.79619153	12.80325817
DUSP5	11.12599373	11.1487744	11.11326676	12.17609825	12.15071891	12.16745921
DUSP5P1	0.505602642	0.501646932	0.500209951	0.535219277	0.529277181	0.50558842
DUSP6	12.7563463	12.8212972	12.80985365	12.31346771	12.39507251	12.35819978
DUSP7	10.22508205	10.06622496	10.23932527	10.32531093	10.16559173	10.15563049
DUSP8	7.051697335	6.799788023	7.41425117	8.649695572	8.470229828	8.360033307
DUSP9	6.986496735	6.950732178	7.057870771	6.559403866	6.376238448	6.372459655
DUT	11.38910044	11.40148163	11.47572418	11.01315887	10.9766522	10.86270924
DUX4	0	0	0	0	0	0
DUXA	-2.209477439	-2.210280175	-2.210578369	-2.210539249	-2.211161013	-2.20948029
DUXAP10	-0.707325583	-0.749127368	-0.71512921	-0.749647873	-0.750866001	-0.747078493
DUXAP8	2.261940884	2.19933381	2.189599884	2.158541081	2.141237706	2.112236003
DVL1	11.19047575	10.92338923	11.15960891	11.49789976	11.33431691	11.36901336
DVL2	10.98472605	10.8544294	10.91411043	11.55255553	11.50947533	11.52928226
DVL3	11.6757528	11.58437098	11.68251499	11.92619998	11.78710001	11.80969383
DXO	8.384270687	8.314576517	8.346545618	8.664704325	8.617251739	8.604847029
DYDC1	1.309148781	1.218788578	1.244342974	1.245352574	1.13848898	1.119091627
DYDC2	6.475173548	6.63087495	6.632047246	5.961881787	5.727299504	5.919286185
DYM	10.68469097	10.76311663	10.64136529	10.47789765	10.54536299	10.56382685
DYNAP	1.834193634	1.95500933	1.71163419	1.403111239	1.396221407	1.415083449
DYNC1H1	13.75243991	13.69376755	13.77946492	13.9991737	14.24514392	14.21665351
DYNC1I1	6.767325783	6.626162935	6.374029146	7.349290499	7.360265463	7.176528438
DYNC1I2	11.6886829	11.71388876	11.61117786	11.8478799	11.97836683	11.97553403
DYNC1LI1	10.72909573	10.84589329	10.75834522	10.88854497	10.95142183	10.90382968
DYNC1LI2	11.29913751	11.40562652	11.3425319	11.46765134	11.44917307	11.45421893
DYNC2H1	9.423259756	9.603735303	9.421352187	9.595238272	9.970529684	9.885816916
DYNC2LI1	7.432114363	7.557947031	7.363715727	7.367640639	7.521093277	7.495936018
DYNLL1	12.46111706	12.47443893	12.4079824	12.5211616	12.56193183	12.51359947
DYNLL2	11.51561739	11.58092099	11.55797944	10.89888077	10.93925355	10.84801511
DYNLRB1	11.7034842	11.59250401	11.61036141	11.78009845	11.77167607	11.69786008
DYNLRB2	-1.007050416	-0.9749454	-1.011205158	-0.976665981	-1.012137241	-1.00706243
DYNLT1	10.4573568	10.42936906	10.40833105	10.5576816	10.63885039	10.53762902
DYNLT3	6.662777005	6.846102736	6.517207144	7.105261785	7.219108615	7.319230286
DYRK1A	10.44120145	10.55245626	10.49999941	10.72151841	10.79988126	10.84339397
DYRK1B	8.355985826	8.110462822	8.388289982	8.963134929	8.800062419	8.699771415
DYRK2	9.929528906	9.991432233	9.939207627	10.06244553	9.894561266	9.972673544
DYRK3	7.859443758	8.122191721	7.960920629	8.305165494	8.390554815	8.252646669
DYRK4	6.898286207	6.815691837	6.760233556	6.4432487	6.528374025	6.321763056
DYSF	10.20762634	10.20906007	10.11884389	9.147358412	9.132062208	9.109371485
DYTN	0	0	0	0	0	0
DYX1C1	2.093778958	2.036129724	1.994666971	2.128290875	2.015662731	2.236858379
DYX1C1-CCPG1	0	0	0	0	0	0
DZANK1	6.283790211	6.194297295	6.384125566	6.428036107	6.459631562	6.617626985
DZIP1	10.13272433	10.09793973	10.14643566	10.44589158	10.53495918	10.49946182
DZIP1L	8.050368499	7.806788958	7.765030091	8.792125988	8.815095238	8.685248148
DZIP3	10.42210373	10.56069618	10.28599927	10.25925861	10.45628655	10.40372373
E2F1	10.96712271	10.83094028	11.00613507	10.97787006	10.91476013	10.87027883
E2F2	7.974943818	7.702652303	7.749038728	7.954001781	7.729842768	7.913418481
E2F3	10.95229457	11.01348626	11.01708129	10.95714832	10.94212586	11.00835142
E2F4	11.96024515	11.80535397	11.9395443	11.65530255	11.53386417	11.63435287
E2F5	9.335597041	9.213036831	9.341783772	9.574646918	9.644458089	9.696425615
E2F6	9.357337773	9.457258821	9.367694532	9.681495872	9.665083966	9.792501272
E2F7	10.23272436	10.28164156	10.17894608	9.975939945	10.02362358	9.991282699
E2F8	8.803175701	8.884113	8.813621883	9.277268093	9.142705211	9.491489484
E4F1	9.746676875	9.659107996	9.809033374	9.976338507	9.733084945	9.849365206
EAF1	10.35660966	10.3659834	10.37776282	10.5644001	10.5633527	10.64853699
EAF2	6.105763969	6.060466141	6.009372269	5.303607685	5.303957011	5.311960406
