GeneName	YFR-1	YFR-2	YFR-3	YFR-4	YFR-5	YFR-6
DEFB106A	0	0	0	0	0	0
DEFB106B	0	0	0	0	0	0
DEFB107A	0	0	0	0	0	0
DEFB107B	0	0	0	0	0	0
DEFB108B	0	0	0	0	0	0
DEFB109P1	0.559355811	0.581379289	0.4752741	0.510099915	0.535016942	0.480504693
DEFB109P1B	-0.732211709	-0.663915671	-0.734725708	-0.734649009	-0.674138453	-0.732225074
DEFB110	0	0	0	0	0	0
DEFB112	0	0	0	0	0	0
DEFB113	0	0	0	0	0	0
DEFB114	0	0	0	0	0	0
DEFB115	0	0	0	0	0	0
DEFB116	0	0	0	0	0	0
DEFB118	0	0	0	0	0	0
DEFB119	0	0	0	0	0	0
DEFB121	0	0	0	0	0	0
DEFB122	0	0	0	0	0	0
DEFB123	0	0	0	0	0	0
DEFB124	-2.209475019	-2.210287085	-2.210588746	-2.202030183	-2.211178161	-2.209477903
DEFB125	0	0	0	0	0	0
DEFB126	-1.970149891	-1.971639917	-1.972193423	-1.972120808	-1.973274917	-1.970155183
DEFB127	0	0	0	0	0	0
DEFB128	0	0	0	0	0	0
DEFB129	0	0	0	0	0	0
DEFB130	0	0	0	0	0	0
DEFB131	-1.494127824	-1.496582128	-1.471746926	-1.497374228	-1.447781404	-1.49413654
DEFB132	0	0	0	0	0	0
DEFB133	-1.732041937	-1.734233228	-1.735047235	-1.688964887	-1.736637723	-1.70906194
DEFB134	-0.564744076	-0.606994399	-0.53915781	-0.538686844	-0.608931058	-0.605164806
DEFB135	-2.209421538	-2.210438129	-2.210815765	-2.210766223	-2.211553629	-2.198760588
DEFB136	0	0	0	0	0	0
DEFB4A	-1.970138665	-1.971610207	-1.941282389	-1.972085131	-1.973224922	-1.970143891
DEFB4B	-2.209476783	-2.210282048	-2.202133537	-2.210541939	-2.211165662	-2.209479643
DEFT1P	0	0	0	0	0	0
DEFT1P2	0	0	0	0	0	0
DEGS1	10.15499893	10.1795628	10.0260784	10.38125239	10.41593304	10.50098858
DEGS2	1.702995286	1.716345661	1.738995895	1.609544577	1.631463302	1.625934647
DEK	12.83218546	13.00226765	12.85790218	12.38292559	12.41895034	12.4533765
DENND1A	10.03684973	9.854994492	10.0277248	9.29583987	9.295305433	9.231940825
DENND1B	7.254178346	7.216180238	6.912366713	7.373020477	7.327413771	7.444965825
DENND1C	9.386393713	9.272874068	9.344767868	8.09877547	8.020301001	8.0743496
DENND2A	9.21805334	9.295223065	9.334387579	9.800980654	9.799919842	9.718954619
DENND2C	7.590966542	7.704444964	7.301589559	8.354564881	8.399112238	8.455971266
DENND2D	5.949039985	5.843728136	6.171509688	5.170345806	5.047698055	5.103034538
DENND3	8.014216052	8.111665902	8.251334247	8.317647453	8.408398572	8.432628774
DENND4A	8.70606952	8.881029163	8.737495744	8.359412369	8.275200185	8.377614578
DENND4B	11.66159893	11.54444316	11.67934657	11.73043896	11.64971632	11.5583345
DENND4C	9.697390567	9.832759466	9.607706098	9.488881579	9.790325987	9.664104249
DENND5A	11.75225247	11.76753629	11.73864191	12.22334821	12.26499557	12.36602517
DENND5B	9.698501894	9.635769054	9.64577422	9.824673699	9.906465875	9.959875981
DENND5B-AS1	8.057700142	8.024058702	7.990601977	6.916299154	6.915972863	6.934836875
DENND6A	8.572097162	8.666719743	8.59743287	9.036533319	9.103156611	9.151112022
DENND6B	5.548228431	5.272323846	5.40863942	5.531798467	5.507070162	5.096609312
DENR	11.61169156	11.68545054	11.54464695	11.61995642	11.73182504	11.7531221
DEPDC1	10.63442623	10.87377234	10.61606957	10.64064966	10.84268427	10.79862224
DEPDC1-AS1	1.299942399	1.250220326	1.211595839	1.346150196	1.300511007	1.299890326
DEPDC1B	11.22882023	11.33728161	11.25161508	10.99362891	11.05919323	11.1131668
DEPDC4	6.348538281	6.605884288	6.252495582	6.129929185	6.089513763	6.1939525
DEPDC5	9.602044107	9.510737438	9.601562994	9.739685693	9.667084181	9.755518268
DEPDC7	7.25035758	7.44816616	7.201582624	7.006267423	7.189980977	7.36184585
DEPTOR	6.576948388	6.478920933	6.756170209	5.335164762	4.888333536	4.97248937
DERA	8.329156193	8.521772546	8.238166282	9.397760496	9.586206255	9.55392745
DERL1	10.81392948	10.9571609	10.88066325	11.04090979	11.06889395	11.12798643
DERL2	9.0732087	9.222983175	9.166919989	9.567508761	9.609192139	9.81839938
DERL3	8.784788528	8.952202999	8.904298023	8.707968502	8.582986297	8.5134079
DES	7.988058359	7.976601096	7.834837095	8.041680408	7.933112095	7.838911103
DESI1	10.93003109	11.05119147	10.93059896	10.85264635	10.77831196	10.80248669
DESI2	11.68623303	11.81411241	11.67518571	11.47848499	11.50676623	11.57194391
DET1	7.747355509	7.92004412	7.744988806	7.734375069	7.991506314	7.909171421
DEUP1	3.639629751	3.752572183	3.522155985	3.348482673	3.477139821	3.339469218
DEXI	10.0161757	9.985312412	10.08440843	9.545063447	9.527914467	9.509637499
DFFA	11.46955087	11.45406004	11.38825523	11.53910869	11.56103163	11.55716359
DFFB	8.54188408	8.658270836	8.484117721	8.033595021	7.890266283	7.989848386
DFNA5	8.334425805	8.333132304	8.331496734	7.217361868	7.141166376	7.187831361
DFNB59	4.963179836	4.871541105	4.870939279	4.855868856	4.881885549	4.890963651
DGAT1	9.614884138	9.398287708	9.59402706	9.658814351	9.581666275	9.510796613
DGAT2	6.983169975	6.838616493	7.002416091	5.949430776	5.98819585	6.147311514
DGAT2L6	-1.970145556	-1.971628444	-1.972179298	-1.940994506	-1.973255611	-1.970150822
DGCR10	-0.136231232	-0.142820755	-0.179853166	-0.144899438	-0.181554075	-0.176510339
DGCR11	6.42350446	6.472521033	6.324649595	6.43430505	6.467701694	6.526987497
DGCR14	9.272367003	8.976839337	9.242459133	9.216529526	9.180065829	9.217409528
DGCR2	12.20080126	11.97756617	12.09714036	12.1028464	11.95067167	12.05642944
DGCR5	7.841570156	7.722225275	7.8452547	7.483276478	7.246796556	7.316334907
DGCR6	9.258388535	9.172647085	9.115708045	9.08661129	8.923558492	9.034951048
DGCR6L	10.30042174	10.14735114	10.1948052	10.24287407	10.1376912	10.13309267
DGCR8	10.47435285	10.4176154	10.51627933	10.81252794	10.76408089	10.84850189
DGCR9	4.040659182	4.094555573	3.975368283	3.612050959	3.802782423	3.649874046
DGKA	9.383711146	9.273015145	9.404172108	8.845694608	8.815066847	8.683969349
DGKB	2.562964441	2.588202759	2.317171765	2.2226143	2.170137063	2.099022956
DGKD	10.27018108	10.31691265	10.34488896	10.4149843	10.41544542	10.40181822
DGKE	8.054836362	8.136159655	8.215546119	7.643487888	7.841763839	7.820618687
DGKG	3.654040358	3.500071919	3.820614795	3.637371091	3.668672085	3.980064122
DGKH	7.513721578	7.943062353	7.862299595	7.60932304	7.72862279	7.606227252
DGKI	2.211279072	2.04596309	2.101763176	2.005305097	2.081308176	2.068449822
DGKK	6.903401152	7.178059783	6.928509959	5.676460716	5.550405087	5.927671824
DGKQ	9.93621181	9.8110737	10.14652298	10.33598592	10.1663619	10.08717827
DGKZ	12.44396718	12.22290895	12.41765992	11.92622299	11.75209437	11.76310132
DGUOK	10.66517582	10.56915226	10.65240556	10.29888313	10.27964107	10.31586169
DGUOK-AS1	2.753736353	2.747222471	2.847051375	2.734173997	2.615943872	2.753599585
DHCR24	14.59568205	14.5393135	14.55427219	15.20524366	15.12309227	15.17756783
DHCR7	11.85308952	11.65189243	11.83353313	12.78672931	12.70364332	12.78782447
DHDDS	10.39223726	10.42425123	10.37695377	10.45350873	10.39572628	10.42753332
DHDH	6.382981328	6.365170891	6.319364379	5.987690558	5.549879026	5.860724041
DHFR	12.05094901	12.22479314	12.08125815	11.48278927	11.58525477	11.6054368
DHFR2	6.05897366	6.174586489	6.265747982	7.098933979	7.285306244	7.211414667
DHFRP3	0	0	0	0	0	0
DHH	1.270910033	1.434081146	1.296240136	1.39515855	1.40753633	1.310811097
DHODH	9.384769473	9.441181651	9.384668077	8.674550596	8.679327415	8.650462521
DHPS	10.64984213	10.54816641	10.53579252	11.09132494	10.91551652	10.94389523
DHRS1	8.368049795	8.305446846	8.327738837	8.142104619	8.266075487	8.252645434
DHRS11	9.630972696	9.570601557	9.63766014	9.038597419	8.886044791	8.744359351
DHRS12	6.922973936	6.95525447	7.007842052	6.898334485	6.844385252	6.848440497
DHRS13	9.424459451	9.253585659	9.198854298	9.566917336	9.474142349	9.401745834
DHRS2	8.50758249	8.582750766	8.414900266	9.685696726	9.841289526	9.733543492
DHRS3	9.370436054	9.280013557	9.354059718	6.400354677	6.361078111	6.730420502
DHRS4	9.007858915	8.819940578	8.909425438	8.822578443	8.951115236	8.853103469
DHRS4-AS1	8.662256306	8.722519171	8.317764889	8.031495643	8.33966838	8.088443711
DHRS4L1	7.109057074	7.208841318	7.196465993	7.155447193	7.340141567	7.29045239
DHRS4L2	8.982980367	8.825967997	8.829710666	8.814281526	8.855638554	8.917669564
DHRS7	9.292429866	9.192488012	9.164351426	9.372251506	9.439852767	9.438622118
DHRS7B	8.604288008	8.542124024	8.470788565	9.842734001	9.79305222	9.856557173
DHRS7C	0	0	0	0	0	0
DHRS9	-2.209475019	-2.210287085	-2.210588746	-2.202030183	-2.211178161	-2.209477903
DHRSX	10.1881903	10.15200968	10.28047652	10.47853097	10.48061825	10.3257668
DHTKD1	11.63429063	11.75080476	11.61607623	11.08896314	11.14739821	11.02500852
DHX15	13.38857702	13.43157447	13.34165425	12.90329737	12.88029861	12.96912857
DHX16	11.04413589	10.89718093	10.96171377	11.33174619	11.32006431	11.34075736
DHX29	11.09269827	11.18624442	11.07477275	10.93202081	11.02437814	11.02330652
DHX30	12.30755943	12.13961992	12.24694245	12.21269021	12.08145231	12.12610224
DHX32	8.950875461	9.039292896	8.998828848	9.301101477	9.505632894	9.416126865
DHX33	11.84137879	11.85032408	11.80523167	11.44642181	11.40498128	11.43586205
DHX34	10.73167769	10.61037527	10.76174844	10.84817845	10.71156349	10.72061472
DHX35	10.40676121	10.46352512	10.34169486	9.847500177	9.852577841	9.908810912
DHX36	11.3521798	11.49649617	11.33580187	11.04461431	11.16094204	11.10064739
DHX37	11.78704102	11.5516831	11.72278584	11.17689914	10.93247406	11.08361302
DHX38	11.63524844	11.56720394	11.55022742	11.82305712	11.74297394	11.83427405
DHX40	10.23809018	10.35589258	10.21005889	10.00425953	10.06990268	10.02524875
DHX57	10.6031673	10.71920257	10.53808796	10.50938201	10.61384007	10.58226603
DHX58	6.794411124	6.721300147	6.580792269	5.973159489	5.798665128	5.521541224
DHX8	11.28479026	11.21038384	11.24974035	11.56860628	11.54060629	11.58316396
DHX9	13.67048525	13.74989924	13.65509165	13.61928487	13.70479245	13.74918925
DIABLO	9.825851874	9.786360907	9.669866467	9.58380447	9.685463543	9.593955715
DIAPH1	12.85474016	12.81034599	12.82936494	13.22945258	13.28331949	13.29678965
DIAPH2	10.18879774	10.55370135	10.34997346	9.756504029	9.882983358	9.984458549
DIAPH2-AS1	-1.970186409	-1.971736582	-1.97231243	-1.972236883	-1.97343758	-1.970191914
DIAPH3	10.61494718	10.81942483	10.66399195	10.80269921	10.82258929	10.91513046
DIAPH3-AS1	-1.731601874	-1.733495831	-1.734199386	-1.734107085	-1.695836885	-1.7316086
DIAPH3-AS2	-2.209421538	-2.210438129	-2.210815765	-2.210766223	-2.211553629	-2.198760588
DICER1	11.69784324	11.81107735	11.71384749	11.48332283	11.61006391	11.61839966
DICER1-AS1	4.951782587	4.852813168	5.014731617	4.633620602	4.687854921	4.752522618
DIDO1	13.21934867	13.2697679	13.25556019	12.01460292	11.92013321	11.98201582
DIEXF	9.384424699	9.553067839	9.415193	9.358281023	9.273493339	9.437078937
DIGIT	5.018999444	4.946052081	4.859576803	7.763650832	7.714496516	7.705346796
DIMT1	10.21016083	10.37031863	10.26052019	9.948179649	10.0179662	9.969810341
DINO	-0.05216345	0.250751645	0.08362019	-0.056067467	-0.05827993	-0.052174065
DIO1	0.772200568	0.718193426	0.678634847	0.608616318	0.605262111	0.614534747
DIO2	3.093474397	3.100049526	3.280438064	3.549984549	3.424783772	3.446954834
DIO2-AS1	-0.587245832	-0.593178629	-0.561796602	-0.595049044	-0.631104765	-0.62744103
DIO3	5.596908115	5.26212386	5.727601208	7.768897985	7.764247868	7.918162923
DIO3OS	1.282789185	1.312152524	1.308197194	1.308712923	1.528280143	1.28276449
DIP2A	10.05588532	9.863646784	9.998541137	10.51868813	10.44531245	10.431993
DIP2A-IT1	1.314371069	1.406351949	1.333417635	1.461275009	1.411933358	1.274038441
DIP2B	11.40251431	11.46005925	11.40485095	11.17577427	11.20276834	11.22241181
DIP2C	9.823426404	9.727181518	9.861110012	10.05196254	10.03858482	10.01792637
DIRAS1	10.17028202	10.02910934	10.12517052	10.42732342	10.35998926	10.35493414
DIRAS2	1.311475672	1.477169262	1.214426384	1.314823405	1.171938037	1.234352387
DIRAS3	1.888472007	1.914372391	1.873616909	1.977796187	1.961294166	2.08034375
DIRC1	0	0	0	0	0	0
DIRC2	8.277344496	8.269274801	8.180560664	8.252642991	8.287547557	8.371672618
DIRC3	-0.663638658	-0.594981148	-0.665972167	-0.665891302	-0.635780823	-0.663644826
DIRC3-AS1	0	0	0	0	0	0
DIS3	10.96397749	11.04438908	10.96521835	10.87994286	10.96101206	10.95093679
DIS3L	9.346737775	9.346336805	9.30896317	9.220055844	9.224164081	9.302603039
DIS3L2	9.316719015	9.123916966	9.327129814	9.231074695	9.294839746	9.070412701
DISC1	1.018488524	1.085345209	1.010405044	1.080956767	1.038921373	1.099166653
DISC1FP1	-1.019745838	-1.023144857	-1.02405187	-1.023987083	-1.024999068	-1.019757909
DISC1-IT1	-1.494363393	-1.470120929	-1.497866669	-1.497742183	-1.499720701	-1.494372465
DISC2	-1.731978865	-1.734127538	-1.712385031	-1.734820999	-1.736485266	-1.709445815
DISP1	7.118258541	7.057993347	6.934714836	7.466461991	7.45727303	7.406597195
DISP2	6.519281554	6.157293373	6.70557197	6.862021796	6.633623484	6.45104953
DISP3	7.496389955	7.522289425	7.453634627	6.368423715	6.347779286	6.240039504
DIXDC1	9.752861074	9.926226988	9.818755113	8.72898047	8.77236559	8.684714605
DKC1	12.61794512	12.67537691	12.59087462	12.11531542	12.11504591	12.10898945
DKFZP434A062	3.023910799	2.753099847	2.773265553	2.837474822	2.887529141	3.023718703
DKFZP434H168	-1.494151264	-1.496615526	-1.497530934	-1.497410841	-1.473468168	-1.494160016
DKFZP434I0714	6.081204626	6.22103703	5.884804467	5.935305972	5.910950768	6.080618629
DKFZP434K028	0.421565637	0.417831013	0.416474751	0.48537257	0.413888916	0.53863509
DKFZp434L192	0	0	0	0	0	0
DKFZp451B082	0	0	0	0	0	0
DKFZP586I1420	7.214521809	7.45031748	7.104625712	6.855227027	7.016931743	6.968873216
DKFZp686K1684	-1.970204632	-1.971784825	-1.972371825	-1.972294816	-1.973518765	-1.970210243
DKFZp779M0652	0	0	0	0	0	0
DKK1	5.639721006	5.453985099	5.434684764	9.755724759	9.578883607	9.842183651
DKK2	1.183527501	1.09516805	1.09280208	1.326391474	1.274496683	1.368231563
DKK3	10.27306804	10.2452452	10.23784737	11.56857922	11.53752648	11.56952805
DKK4	6.385198582	6.150258474	6.447527282	14.19275871	14.28271318	14.19542137
DKKL1	4.745673314	4.503030549	4.599284853	4.645732491	4.461748399	4.600985876
DLAT	11.7657557	11.85052672	11.8727239	12.06707289	12.07765557	12.11607599
DLC1	8.729422943	8.477243088	8.501932216	11.65207366	11.6896861	11.75590972
DLD	11.51255428	11.62243138	11.46937752	11.35869614	11.39203569	11.45430231
DLEC1	5.388498122	5.10246183	5.239807322	5.392036458	5.126196183	5.228120947
DLEU1	8.766360009	8.748644455	8.669969601	7.922244279	8.000054703	7.9237227
DLEU1-AS1	0	0	0	0	0	0
DLEU2	4.803419943	4.670365095	4.659796506	5.127423457	5.202267825	5.145578999
DLEU2L	3.966302664	3.645989737	3.723303062	3.978473034	4.096088439	3.966048422
DLEU7	5.507143187	5.701212298	5.652838235	4.356800495	4.284322288	4.380357338
DLEU7-AS1	1.024270292	0.964530024	0.857352155	0.823074535	0.879318643	0.79388289
DLG1	10.91858538	10.99027761	10.84630334	11.02970355	11.14416134	11.16865425
DLG1-AS1	1.672400201	1.545842432	1.57787474	1.678595654	1.661173081	1.672328481
DLG2	8.818238888	9.149109501	8.936339626	8.05886908	8.240697847	8.268989377
DLG3	11.11544966	11.11120592	11.08714116	11.09090003	11.10684367	11.03553793
DLG3-AS1	4.426441497	4.748357379	4.407087496	4.435652002	4.661280842	4.482318896
DLG4	10.53138469	10.57465087	10.61251445	10.36617597	10.33756806	10.3173502
DLG5	12.66041896	12.51576105	12.60872701	13.00233041	12.95690472	12.97015713
DLG5-AS1	6.201295085	6.25891559	6.385627082	6.318477781	6.313404424	6.344474789
DLGAP1	8.622982255	8.501000911	8.567589936	8.797629886	8.622817451	8.64588847
DLGAP1-AS1	6.194976643	5.970944648	5.890089845	7.013526492	7.166600143	6.96346633
DLGAP1-AS2	7.953417902	7.737612065	8.211804084	8.575992154	8.689360309	8.438056374
DLGAP1-AS3	-2.209477439	-2.210280175	-2.210578369	-2.210539249	-2.211161013	-2.20948029
DLGAP1-AS4	-2.209501383	-2.210211248	-2.210474945	-2.21044035	-2.203543325	-2.209503904
DLGAP1-AS5	-2.209506012	-2.21019779	-2.210454767	-2.210421054	-2.210956875	-2.209508469
DLGAP2	5.01415231	5.022268792	5.37206759	4.749116922	5.029443615	4.966886865
DLGAP2-AS1	0	0	0	0	0	0
DLGAP3	10.25390188	9.984069745	10.19121352	9.201731625	8.920936859	8.952701708
DLGAP4	11.74408647	11.68024615	11.77465374	11.88664774	11.8327924	11.82220949
DLGAP4-AS1	5.494210189	5.258603578	5.036763631	4.777646373	4.505621846	4.850631648
DLGAP5	12.29504548	12.55005099	12.30534514	12.07039803	12.26300996	12.24917781
DLK1	6.852407966	6.914301535	6.902301289	7.146762607	7.076393766	7.102020032
DLK2	6.385019265	6.051857592	6.073056629	6.238109067	5.959168199	5.857383494
DLL1	6.41865732	6.296130336	6.165515055	5.279939244	4.994543843	5.078329279
DLL3	9.406529013	9.136491611	9.517019862	9.281713445	8.910795032	8.777340033
DLL4	2.679799093	2.609659494	2.659248769	2.749163784	2.602289988	2.53055664
DLST	12.46043112	12.58919502	12.45850275	12.18552562	12.14213211	12.150599
DLSTP1	7.589794547	7.714719622	7.669531275	7.472894676	7.159010959	7.460351879
DLX1	1.102495503	1.092423115	1.250685719	1.089235548	1.049323208	1.061733599
DLX2	1.213937745	1.313926923	1.239966721	1.240474499	1.294592727	1.21391377
DLX2-AS1	0	0	0	0	0	0
DLX3	5.016541612	5.024792696	4.956227317	5.483413738	5.370841577	5.121301753
DLX4	5.400867248	5.49970103	5.405551602	5.794169442	5.76828459	5.99204818
DLX5	0.450516177	0.446649989	0.480158913	0.480535814	0.565702071	0.490982199
DLX6	0.660593595	0.761644176	0.689262671	0.756542492	0.683374733	0.700823633
DLX6-AS1	-2.209470385	-2.2103003	-2.210608591	-2.210568146	-2.211210961	-2.209473332
DMAP1	9.734220035	9.614733705	9.785421347	10.00452894	9.928096227	9.962379417
DMBT1	2.264732818	2.209247955	2.204012879	2.240859368	2.291191105	2.417929556
DMBT1P1	-1.731787517	-1.733806898	-1.734557044	-1.713274287	-1.736022755	-1.731794689
DMBX1	4.61005065	4.792774852	4.950988215	3.852504915	3.973238814	4.077066005
DMC1	7.171060776	7.239106134	7.403288144	7.420669356	7.566398999	7.346811894
DMD	8.245206345	8.483087535	8.243779298	9.716846349	9.761127934	9.801878252
DMGDH	1.2546749	1.308545536	1.3006409	1.165786414	1.160919633	1.292978916
DMKN	11.78030317	11.72703363	11.6874906	12.0029254	11.9384243	11.96911529
DMP1	0.728852828	0.723950453	0.722163143	0.79316576	0.81464015	0.958938646
DMPK	8.675109271	8.556398711	8.901843458	9.095360722	8.978631298	8.913169871
DMRT1	2.012891559	2.062632508	1.98704787	2.147581806	2.093077546	2.051244924
DMRT2	2.641034391	2.796532743	2.721607162	2.86214195	2.744541294	2.565045575
DMRT3	-1.731599924	-1.733492565	-1.73419563	-1.734103394	-1.715714577	-1.731606646
DMRTA1	8.043550555	8.047645634	7.954698383	8.178356084	8.294321323	8.138829003
DMRTA2	2.815666405	2.753069446	2.781330452	3.011192485	3.029970114	3.004583113
DMRTB1	5.610584212	5.736476412	5.689266377	4.929539968	4.591125818	4.613090242
DMRTC1	0	0	0	0	0	0
DMRTC1B	0	0	0	0	0	0
DMRTC2	-0.760556762	-0.730778505	-0.767983263	-0.80259604	-0.771957137	-0.799780644
DMTF1	10.66578175	10.69837665	10.64315435	10.94452149	11.06964309	11.15743703
DMTN	5.863349621	5.486575943	5.653932801	8.658154725	8.519960529	8.548161483
DMWD	9.391746486	9.337562565	9.476433225	9.975061759	9.700792651	9.746266129
DMXL1	10.46495557	10.5829965	10.46221693	10.20186346	10.38972689	10.43855461
DMXL2	9.073921074	9.305669382	9.17593716	9.313501452	9.50674035	9.524437232
DNA2	10.63991918	10.86246867	10.62709116	10.67796885	10.77609793	10.77613166
DNAAF1	1.518236826	1.616502581	1.70352013	1.610263571	1.565014531	1.636163799
DNAAF2	10.05183576	10.00549248	9.983956637	9.727489374	9.74690438	9.861728064
DNAAF3	7.797842098	7.612235962	7.607242959	6.56728811	6.244015979	6.515391947
DNAAF5	11.35671426	11.18230144	11.31337727	11.32478592	11.19979409	11.30764357
DNAH1	5.508072813	5.5822455	5.415906903	5.849133413	5.85350244	5.804887033
DNAH10	3.705686539	3.758160861	3.736599212	4.124782519	4.300385614	4.188338451
DNAH11	6.309569054	6.777128048	6.456318687	5.958937001	6.096017581	6.2488102
DNAH12	1.459066532	1.522824196	1.517144388	1.550990548	1.566270493	1.538390209
DNAH14	8.521881763	8.693057775	8.49799239	8.179717426	8.325450331	8.118253635
DNAH17	6.433763817	6.49913558	6.494605851	6.545813559	6.568727864	6.603565013
DNAH17-AS1	5.651393051	5.458712354	5.745741667	5.143936993	5.146023994	5.055133216
DNAH2	4.244605992	4.54884391	4.556817699	4.626674453	4.417994454	4.6492656
DNAH3	6.85052355	6.855535972	6.856890283	6.668212956	6.838794245	6.824850845
DNAH5	4.808896032	5.14938574	4.995766664	5.09030333	5.159090202	5.04422857
DNAH6	3.797954024	3.507978799	3.68124085	3.823864268	4.092675009	3.948951023
DNAH7	1.225151895	1.323589919	1.216285578	1.317881494	1.274404912	1.265100639
DNAH8	2.412029069	2.458447555	2.510720301	2.57260924	2.568225039	2.559693671
DNAH9	3.061571182	3.159369894	3.172298506	3.366800295	3.293028353	3.23959601
DNAI1	3.677312128	4.057950935	3.956994322	3.809835835	3.829735468	3.778532705
DNAI2	0.942590667	0.973271596	1.036143582	1.004098652	1.082144907	1.021534277
DNAJA1	12.85353119	12.8886801	12.79861851	12.92181066	12.94891451	12.99881388
DNAJA1P5	0.041688877	0.038872236	0.037850489	0.037983625	0.156859413	0.04167874
DNAJA2	11.61485565	11.65027136	11.59953405	11.24472468	11.28202375	11.33673221
DNAJA3	11.757614	11.68769575	11.71815573	11.26363257	11.17928209	11.23517074
DNAJA4	9.013269352	9.190953481	9.110361721	9.202209743	9.450840513	9.286852168
DNAJB1	11.47437771	11.36619194	11.42030253	11.59007948	11.64443131	11.62550522
DNAJB11	11.20352108	11.0926339	11.11008581	12.11753108	12.08639408	12.10221201
DNAJB12	9.993821012	9.840626167	9.920647819	10.21505242	10.21370087	10.36394754
DNAJB13	3.413825952	3.559266043	3.455768307	3.374596794	3.555072179	3.379949053
DNAJB14	9.337842221	9.617191898	9.248430473	9.429813405	9.488335988	9.507726427
DNAJB2	10.46542908	10.42775495	10.51975665	11.10546712	10.96545815	11.0043988
DNAJB3	-2.198750457	-2.210438576	-2.210816437	-2.210766865	-2.211554742	-2.209424991
DNAJB4	7.682467678	8.349816325	8.152138729	8.167937976	8.24009336	8.27269651
DNAJB5	10.99985885	10.96662841	10.92080617	10.70586361	10.70369147	10.63078427
DNAJB5-AS1	1.354280367	1.412454333	1.46852101	1.33984726	1.450916906	1.430904685
DNAJB6	13.04288628	12.90132901	12.98506477	12.21809783	12.11451933	12.18870343
DNAJB7	-0.021534121	-0.142909417	-0.108682815	-0.14372936	-0.145651194	-0.14032505
DNAJB8	0	0	0	0	0	0
DNAJB8-AS1	0	0	0	0	0	0
DNAJB9	7.705985565	7.957344715	7.717199279	8.413919346	8.557582685	8.765749783
DNAJC1	8.713131771	8.583734026	8.571039439	9.506870576	9.472785087	9.59689698
DNAJC10	12.05001385	12.22180868	12.04896343	12.65905191	12.80814605	12.81208336
DNAJC11	11.3183591	11.31640797	11.2669301	11.11913398	11.03284342	11.12812385
DNAJC12	4.145234783	4.119143707	3.97592769	3.671840989	3.728255065	3.655239825
DNAJC13	11.16547481	11.27189354	11.12366316	10.93338197	11.05292842	11.07832387
DNAJC14	10.74638468	10.69375864	10.7262017	10.99300266	11.05817623	11.05756448
DNAJC15	9.911633437	9.899280964	9.861826217	10.67701164	10.80685366	10.77073678
DNAJC16	9.398892684	9.52550815	9.354773342	9.691415515	9.897316174	9.837396593
DNAJC17	9.07587513	8.945027527	8.992203932	8.679425983	8.680211381	8.551853345
DNAJC18	9.25926159	9.353617824	9.154633961	9.350604968	9.357731202	9.500763619
DNAJC19	9.912293311	9.927742292	9.723009719	9.425750888	9.393484835	9.338056145
DNAJC2	10.44157832	10.5403714	10.44650904	10.16270182	10.16283219	10.24336767
DNAJC21	10.98084462	11.09742079	10.88255954	10.79898679	10.91509849	10.96713263
DNAJC22	5.253241768	5.042528375	5.27011722	7.115713981	7.201636589	7.134779269
DNAJC24	8.553033699	8.785861794	8.537720455	8.67837845	8.896343631	8.848306964
DNAJC25	7.847775144	8.227982878	7.80449705	7.746234694	7.615669116	7.711480407
DNAJC25-GNG10	0	0	0	0	0	0
DNAJC27	6.681860826	7.021954581	6.819159292	6.698366891	6.905271104	6.717823698
DNAJC27-AS1	0.906888106	0.783136302	0.816567775	0.78155828	0.87245689	0.868439261
DNAJC28	5.557790116	5.455109059	5.681281011	5.463166934	5.666713363	5.690975355
DNAJC3	9.952295256	9.926826466	9.932698582	10.69364148	10.79153427	10.82947926
DNAJC30	7.481579052	7.331084672	7.741085355	8.068636653	8.064641206	7.983122283
DNAJC3-AS1	6.460033322	6.444393622	6.38686137	6.373970199	6.365199762	6.484905114
DNAJC4	8.492704962	8.417216574	8.550877541	8.641217462	8.493615855	8.517557904
DNAJC5	12.19052899	12.01855142	12.09513428	12.18926127	12.11674978	12.17085132
DNAJC5B	-0.619692779	-0.621519632	-0.62218293	-0.622096484	-0.623447233	-0.539942552
DNAJC5G	0.081959523	-0.002321304	0.062004433	-0.039589329	-0.009582121	-0.035980717
DNAJC6	7.421928393	7.421369301	7.415424759	7.723214906	7.777367656	8.005069502
DNAJC7	11.38508893	11.51850282	11.43586834	11.64032548	11.69747291	11.7742094
DNAJC8	12.15028836	12.23597965	12.14440428	12.1347986	12.18800116	12.2033578
DNAJC9	10.26155411	10.26739649	10.21728672	10.49693136	10.50581198	10.51652663
DNAJC9-AS1	5.827488664	5.65920328	5.852881908	5.727749802	5.621131505	5.15601281
DNAL1	8.70697227	8.746274541	8.659720151	8.986544859	9.174717101	9.14373764
DNAL4	8.558197778	8.480248993	8.400304898	8.768095004	8.703702531	8.623399893
DNALI1	7.521138736	7.411778589	7.589282807	7.361444952	7.332331608	7.473291156
DNASE1	7.698669571	7.740222347	7.649458592	7.988118582	8.009062322	8.118156537
DNASE1L1	8.267205158	7.91815242	8.109417325	8.702303425	8.679457344	8.65562016
DNASE1L2	4.124749335	4.052743057	4.140487872	4.437426703	4.158421023	4.250649715
